model,outcome,term,coefficient,std_error_two_way_clustered,t_value,p_value,ci_low,ci_high,n,r_squared
price_level_vintage_panel,price_day_ahead,Intercept,52.01849095004317,3.555372393371274,14.630954284009112,6.375402447120148e-15,44.74693794229995,59.290043957786395,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.1],-2.426676420603674,2.8884984106456852,-0.8401169312262917,0.407716042938594,-8.33431899130943,3.480966150102083,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.2],-5.609142496858122,2.9855185319543507,-1.8787833459490606,0.07035973685434742,-11.715213495547673,0.49692850183142845,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.3],-6.6297305262067585,2.966107724930535,-2.2351617476610777,0.0332726416917961,-12.696101966993485,-0.563359085420033,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.4],3.0381691862304248,3.380355044092505,0.8987722137471675,0.37617627693425226,-3.875433150880368,9.951771523341218,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.5],15.074734667350931,5.0870957083371335,2.9633282980395412,0.0060248449808271536,4.670455732293764,25.4790136024081,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.6],12.101881943247225,3.6696959381853183,3.2977887397481935,0.0025816047870407975,4.596511032856631,19.607252853637817,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.7],11.919775219255659,2.7467824857180076,4.339541001602038,0.0001580552308243429,6.30197425897424,17.537576179537076,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.8],14.439696535050679,3.2401420324717995,4.456501100982632,0.00011449727574426066,7.81286200551925,21.066531064582108,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.9],14.787717459934111,3.510337762957792,4.212619542193017,0.00022396824572208448,7.608270613235032,21.96716430663319,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.10],12.95124168071947,3.49917702390937,3.7012250572707552,0.000894543969326147,5.794621108350331,20.10786225308861,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.11],9.531298751095099,3.5353251662994323,2.6960175663479053,0.01155955081162897,2.3007469264017706,16.761850575788426,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.12],6.660589843730858,3.6546489022241304,1.822497871047855,0.07870645232647765,-0.8140064226856776,14.135186110147394,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.13],7.527819300713246,3.527433558878243,2.1340782682543744,0.041419018455123045,0.3134076254418092,14.742230975984683,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.14],11.357139424420737,3.595441409967988,3.158760811102149,0.003686222299844989,4.003636076202806,18.710642772638668,7170,0.9430445479097848
price_level_vintage_panel,price_day_ahead,C(hour_utc)[T.15],7.287943293446371,3.3542982024448533,2.1727177649662734,0.03811533937553797,0.42763318125371264,14.148253405639029,7170,0.9430445479097848
