location,variable,variable_label,n,bias_forecast_minus_actual,mae,rmse
frankfurt,temperature,Temperature,240,-1.2120833333333332,1.9595833333333335,2.5512986889033593
frankfurt,wind_speed,Wind speed,240,-1.2349999999999999,2.9949999999999997,3.997593025809406
frankfurt,shortwave_radiation,Shortwave radiation,239,-26.87154811715481,64.88242677824267,117.77072843872305
frankfurt,precipitation,Precipitation,239,0.11368200836820086,0.19016736401673642,0.4346628568939149
luxembourg,temperature,Temperature,240,-1.4470833333333333,2.097083333333333,2.7501136340158747
luxembourg,wind_speed,Wind speed,240,-0.022916666666666547,2.88125,3.6194670417986496
luxembourg,shortwave_radiation,Shortwave radiation,239,-37.55397489539749,78.84184100418409,144.50971503876744
luxembourg,precipitation,Precipitation,239,0.08564853556485356,0.1206276150627615,0.36031309025977987
