outcome,term,coefficient,std_error_clustered_by_region,t_value,p_value,ci_low,ci_high
price_day_ahead_eur_mwh,C(hour_utc)[T.17],18.74207491824482,2.4568405766876826,7.628527099431468,2.374509344775259e-14,13.926755872180347,23.557393964309295
price_day_ahead_eur_mwh,C(hour_utc)[T.18],16.854831721758238,2.5722753836718306,6.552498938779475,5.6582121023536904e-11,11.8132646114425,21.896398832073977
price_day_ahead_eur_mwh,C(hour_utc)[T.19],12.249468496202923,1.629188226902542,7.518755840442054,5.529994624441519e-14,9.056318247437272,15.442618744968573
price_day_ahead_eur_mwh,C(hour_utc)[T.20],8.386248519954805,0.8903897057132528,9.418626996857451,4.570249099713345e-21,6.641116764551612,10.131380275357998
price_day_ahead_eur_mwh,C(hour_utc)[T.21],4.983722397226624,0.7841841756112072,6.35529579941118,2.08025924895649e-10,3.4467496557824253,6.520695138670823
price_day_ahead_eur_mwh,C(hour_utc)[T.22],3.223307499627198,0.6137898416336026,5.251483946114781,1.5087868563651962e-07,2.0203015159487934,4.426313483305602
price_day_ahead_eur_mwh,C(hour_utc)[T.23],1.3200972772488389,0.34896670157616805,3.782874616077674,0.0001550275181323845,0.6361351103558126,2.0040594441418653
price_day_ahead_eur_mwh,C(day_of_week)[T.1],0.8072597250202719,0.32536246886406867,2.4811089239599187,0.013097434312109756,0.16956100412566255,1.4449584459148812
price_day_ahead_eur_mwh,C(day_of_week)[T.2],0.9490804631004556,0.4591908545955716,2.0668540185460578,0.038747911601619785,0.04908292606296649,1.8490780001379448
price_day_ahead_eur_mwh,C(day_of_week)[T.3],0.799046231559048,0.4141192278465552,1.9295076823989465,0.053667867279500965,-0.012612540325736887,1.6107050034438328
price_day_ahead_eur_mwh,C(day_of_week)[T.4],-0.03230623843792849,0.35919825124532995,-0.08993985445620545,0.9283350101965596,-0.7363218741885448,0.6717093973126879
price_day_ahead_eur_mwh,C(day_of_week)[T.5],-4.744673271630006,0.6020991824416061,-7.880218757962129,3.268084122813597e-15,-5.924765984336565,-3.564580558923447
price_day_ahead_eur_mwh,C(day_of_week)[T.6],-7.3673210928207915,1.0780796731677593,-6.833744551711224,8.272628063805687e-12,-9.480318424694312,-5.254323760947271
