forecast_run_utc,rows,valid_start_utc,valid_end_utc,mean_price,negative_price_rate,mean_temperature_error,mean_radiation_error
2024-06-01 00:00:00+00:00,240,2024-06-01 00:00:00+00:00,2024-06-10 23:00:00+00:00,72.11491666666667,0.09583333333333334,2.0283333333333333,71.86213389121339
2024-06-01 12:00:00+00:00,228,2024-06-01 12:00:00+00:00,2024-06-10 23:00:00+00:00,72.85513157894738,0.10087719298245613,1.762938596491228,58.18656387665198
2024-06-02 00:00:00+00:00,216,2024-06-02 00:00:00+00:00,2024-06-10 23:00:00+00:00,74.0900462962963,0.10648148148148148,1.8837962962962962,72.59767441860465
2024-06-02 12:00:00+00:00,204,2024-06-02 12:00:00+00:00,2024-06-10 23:00:00+00:00,78.22588235294117,0.10294117647058823,1.8034313725490194,58.55369458128079
2024-06-03 00:00:00+00:00,192,2024-06-03 00:00:00+00:00,2024-06-10 23:00:00+00:00,79.84234375,0.08854166666666667,1.66875,64.47068062827225
2024-06-03 12:00:00+00:00,180,2024-06-03 12:00:00+00:00,2024-06-10 23:00:00+00:00,77.85594444444445,0.09444444444444444,1.763611111111111,61.19022346368715
2024-06-04 00:00:00+00:00,168,2024-06-04 00:00:00+00:00,2024-06-10 23:00:00+00:00,74.37095238095237,0.10119047619047619,1.6413690476190477,57.72185628742515
2024-06-04 12:00:00+00:00,156,2024-06-04 12:00:00+00:00,2024-06-10 23:00:00+00:00,71.92173076923078,0.10897435897435898,1.623397435897436,59.88258064516128
