model,outcome,term,coefficient,std_error_hac24,t_value,p_value_hac24,ci_low,ci_high,n,r_squared
negative_price_lpm,negative_price_flag,C(day_of_week)[T.2],-0.038532248603418,0.0529995487855483,-0.727029748108437,0.46720773248402836,-0.14240945541996625,0.06534495821313023,239,0.6456064316978192
negative_price_lpm,negative_price_flag,C(day_of_week)[T.3],0.10662638789031703,0.06605147175215229,1.6142923853448068,0.10646402099707337,-0.02283211786976619,0.23608489365040025,239,0.6456064316978192
negative_price_lpm,negative_price_flag,C(day_of_week)[T.4],0.1675726156833245,0.05287088607188214,3.169468645853529,0.0015271793428232546,0.06394758315171513,0.27119764821493386,239,0.6456064316978192
negative_price_lpm,negative_price_flag,C(day_of_week)[T.5],0.002968558308066957,0.053252987569058365,0.055744446341481534,0.9555453914676119,-0.10140537939644664,0.10734249601258056,239,0.6456064316978192
negative_price_lpm,negative_price_flag,C(day_of_week)[T.6],0.120712968305801,0.05910928763435857,2.0421996802349205,0.04113172819962247,0.004860893390639429,0.23656504322096256,239,0.6456064316978192
negative_price_lpm,negative_price_flag,z_temperature_absolute_error,-0.029019809519130968,0.039292073713354504,-0.7385665040444984,0.4601702701610574,-0.10603085887519878,0.047991239836936844,239,0.6456064316978192
negative_price_lpm,negative_price_flag,z_wind_speed_absolute_error,0.034580154993523085,0.01556587930735353,2.2215355978757305,0.02631470640229171,0.004071592163412886,0.06508871782363329,239,0.6456064316978192
negative_price_lpm,negative_price_flag,z_shortwave_radiation_absolute_error,0.20636210383243364,0.035886947857991854,5.750338664882524,8.906485922605453e-09,0.13602497851570278,0.2766992291491645,239,0.6456064316978192
negative_price_lpm,negative_price_flag,z_precipitation_absolute_error,0.006908348648094514,0.013176906955322674,0.5242769544869526,0.6000859233452018,-0.018917914411973265,0.03273461170816229,239,0.6456064316978192
negative_price_lpm,negative_price_flag,z_load_forecast_error_mw,-0.07989226423307459,0.053227201658133966,-1.5009668317001552,0.13336414065698687,-0.1842156624808678,0.024431134014718622,239,0.6456064316978192
negative_price_lpm,negative_price_flag,z_solar_forecast_error_mw,0.04452823389542469,0.027370321390418943,1.626880198455102,0.10376254428989604,-0.00911661027508269,0.09817307806593208,239,0.6456064316978192
negative_price_lpm,negative_price_flag,z_wind_onshore_forecast_error_mw,0.045149907538651946,0.02739870585587732,1.6478846766029571,0.09937633842821476,-0.008550569161874279,0.09885038423917816,239,0.6456064316978192
negative_price_lpm,negative_price_flag,z_actual_residual_load,-0.08374832890654918,0.04061957151430067,-2.0617728298060567,0.03922936898359754,-0.16336122614202758,-0.004135431671070763,239,0.6456064316978192
